userName,score,content,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Ptr Vanjava,5,"tolong diperbaiki lagi manejemen dan promo programnya biar customer bisa kembali lagi ke gojek ,soalnya customer sebagian udah pada lari ke orange dan aplikasi malaysia karena promo mereka lebih unggul maksimalkan biar bisa narik customer lagi ,MAKSIMALKAN YANG UTAMA",0,4.56.1,2025-08-12 16:57:07,,
Dee Channel,1,tidak lgi pke aplikasi ini. bener2 rugi kalo download. dan promo2 jg gada lg. pernah top up gopay 2x tp ternyta pas fi cek ga msuk pdahal di mbanking tercantum sukses dg no yg dimsukkan benar. lapor ke CS ga ditanggapi dg baik. dan layanan penawaran utk gopinjam jangan sekali2 di klik walaupun cuma iseng2. data mu bisa di curi.,0,,2025-08-12 16:55:07,"Hai Kak Dee, mohon maat atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-224-1321-21285 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melisa",2025-08-12 20:21:53
Asril Pidho,3,"untuk masukan aja, ngasi Driver tuh yang dekat-dekat aja, jangan ngasi driver yang jarak jemputannya sama jarak ngantarnya jauhnya sama, kasihan drivernya kali.",0,5.27.2,2025-08-12 16:46:16,"Mohon maaf atas kendalanya, Kak Asril. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 20:20:09
Syafira Nur,1,kalo ujan ga ada yg mau ambil👎🏻,0,,2025-08-12 16:41:42,"Mohon maaf atas kendalanya, Kak Syafira. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Melisa",2025-08-12 20:18:56
Jennyfer Fer,5,love bgt bisa kemana mana tp kalau naik motor mau yang motor nya bagus lupa namanya itu susah semuanya malah yg ekonomi plsss,0,5.27.2,2025-08-12 16:38:03,,
Jenny Mamik,5,baik GK ada kendala,0,5.27.2,2025-08-12 16:34:13,,
Sudono Zahir Pratama,5,"Sampai saat ini saya pakai Gojek merasa nyaman dan aman serta banyak sekali kemudahan yang diberikan oleh Gojek, dan berharap selalu ditingkatkan . Best Gojek....👍🙂👌",0,5.27.2,2025-08-12 16:30:28,,
Seno Al Avairoo,5,Mantappp,0,,2025-08-12 15:55:01,,
Baekun,1,"Mengapa dari dulu tidak ada tindakan untuk pendaftaran akun cs gojek, ini sangat merugikan driver karena dengan adanya pembebasan pendaftaran akun jadi banyak yang bisa mendaftar dan membuat pesanan. Jadi sering sekali disalahgunakan untuk membuat orderan fiktif dan penipuan lewat aplikasi. Dari 2018 sampai 2025 sekarang ga ada perubahan Sangat merugikan !!!!",0,,2025-08-12 15:41:53,"Hai Kak Baekun, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Melisa",2025-08-12 19:59:47
Rizal Adiyta,5,bagus,0,5.18.2,2025-08-12 15:16:03,,
Storyline Planners,5,mantap,0,,2025-08-12 14:51:06,,
Muhammad Ibrahim,1,"makin kesini tiki jemput malah ngk bisa yg biasanya bisa, ngk jelas",0,5.14.2,2025-08-12 14:44:51,"Hai, Kak Muhammad. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maura",2025-08-12 15:03:56
Miss Joolie,4,kesulitan saat ingin memesankan diluar wilayah maka alamat selalu tidak ditemukan,0,5.28.1,2025-08-12 14:31:13,,
Kefas Nee,1,"Aplikasi Rasis, yg jd driver rata' Kristen phobia terutama ibu' nya, bnyk yg tdk mau anterin mknn..",0,,2025-08-12 14:24:42,"Mohon maaf ya, Kak @Kefas Nee. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-08-12 15:02:46
kafi naufalputra,5,cocok untuk pulang pergi ke sekolah,0,5.27.2,2025-08-12 14:24:15,,
Supriyanto George,5,bagus sekali,0,5.27.2,2025-08-12 13:42:33,,
Arif Rahman,5,aplikasi jelek nga benar,0,,2025-08-12 13:35:07,"Hai Kak Arif, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-07-21 08:01:59
Etii Cicih,5,lebih cepat lebih murah untuk bepergian k mana ajh,0,5.27.2,2025-08-12 13:28:54,,
Lutfiyah Lutfiyah,5,oke lahh mantap secara pelayanan,0,5.27.2,2025-08-12 13:00:44,,
M Huda,5,ontime,0,5.23.1,2025-08-12 12:59:38,,
Faisal Ken,5,oke,0,5.27.2,2025-08-12 12:47:43,,
Rima Kumari,5,Mantap,0,,2025-08-12 12:44:52,,
jimmy ong,5,sangat memuaskan pakak gojek,0,5.14.2,2025-08-12 12:32:35,,
Sana Rancasari,2,"Harganya mahal, mending kesana kesini pake motor sendiri aja.",0,5.27.2,2025-08-12 12:13:30,"Mohon maaf atas ketidaknyamanannya, Kak Sana. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-08-12 15:00:35
Yosi Fadli,5,sangat membantu keseharian kita,0,,2025-08-12 11:51:23,,
Iwan Iwan,5,bsgus,0,5.28.1,2025-08-12 11:44:15,,
Achmad Faisol,5,oke,0,,2025-08-12 11:24:38,,
"SUPANGAT A,AT",1,"Admin abis di upgrad malah ga bisa masuk ini,,",1,5.27.2,2025-08-12 11:08:30,"Hai Kak Supangat, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Maura",2025-08-12 14:58:45
Oman Fasihurrochman,3,ok,0,5.27.2,2025-08-12 11:08:20,,
S w,5,Mudah dan sangat membantu,0,5.27.2,2025-08-12 10:29:55,,
Ichall flashback,5,Susah dpet driver psen gofood udh 3 hari,1,5.27.2,2025-08-12 09:59:19,"Hai Kak Ichall, mohon maaf atas ketidaknyamanan yang dialami. Dapat kami sampaikan bahwa sebelumnya terdapat pemeliharaan sistem sehingga transaksi Kakak terhambat sementara. Silakan Kakak untuk melakukan pengecekan secara berkala. Terima kasih. ^Maura",2025-03-01 06:43:26
alam wisata,5,ok,0,5.27.2,2025-08-12 09:56:25,,
Aditya Kurniawan,1,DRIVER NYA TERLALU PILIH-PILIH ORDERAN!,0,5.27.2,2025-08-12 09:51:12,"Mohon maaf ya, Kak Aditya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-08-12 11:30:12
Bung Adrian,5,The Best...,0,,2025-08-12 09:14:54,,
Sugi Arti,5,baik,0,5.27.2,2025-08-12 09:10:22,,
Kiki Syah,5,okey gojek,0,5.27.2,2025-08-12 08:55:33,,
Elly Yusnita,5,ok u draver nya,0,,2025-08-12 08:43:59,,
Yoslan Lamalota,5,bagus,0,5.27.2,2025-08-12 08:25:34,,
Riny Diana,5,baik,0,5.21.1,2025-08-12 08:14:25,,
Bayuu,1,GAK,0,,2025-08-12 07:49:29,,
Moch. Fahmi Maf'udin Maf'udin,5,semangat,0,5.27.2,2025-08-12 07:40:46,,
Pengguna Google,1,"sistem bobrok, dicancel pelanggan aja akun jadi budeg 2 jam . mikir.....otak pake.",1,5.24.2,2025-08-12 07:24:32,"Hai Kak, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-08-12 07:38:10
Habid Karel,5,membantu sekali,0,5.27.2,2025-08-12 07:23:11,,
M.musofi Musofi,4,"Tolong dengan besar hati utk go ride mw jarak jauh ataupun deket klw bisa di ambill semua,giliran jarak deket order driver sibuk semua,giliran jarak jauh baru di rebutin.🙏🙏",8,5.27.2,2025-08-12 07:20:18,,
Arief Budiman,5,sangat bagus,0,5.27.2,2025-08-12 07:10:55,,
Riswandi Andi,5,terbaik Uda pkek gojek sudah 8th an🤩🤩🤩,0,5.26.1,2025-08-12 07:06:29,,
Rizky Setiyawan,5,mantap,0,,2025-08-12 07:04:41,,
Arim Ahmaludin,5,_*TERBAIK*_ 👍👍👍👍👍,0,5.27.2,2025-08-12 07:00:43,,
Agus Herlan,5,drivernya ok,0,5.27.2,2025-08-12 06:42:10,,
Dansreyhan Fauzi,5,mantap lebih d tingkat kan lagi,0,5.27.2,2025-08-12 06:22:39,,
Komandan Muda,5,sangat aman dan nyaman,0,5.26.1,2025-08-12 05:20:40,,
Rahmat Germanotta,3,"makin lama tarifnya makin naik aja, drivernya jarang yang tepat waktu penjemputan dan ngambil rute lama, padahal udah di kasih tau rute tercepat",0,5.27.2,2025-08-12 05:08:42,"Mohon maaf atas ketidaknyamanannya, Kak Rahmat. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-08-12 06:49:15
Agusroy60 Agusroy60,1,Gk bisa d download,0,,2025-08-12 05:02:06,"Mohon maaf atas ketidaknyamanannya, Kak Agusroy. Agar kamu bisa download aplikasi Gojek, pastikan ruang penyimpanan (storage) di ponsel kamu mencukupi dan sistem operasi ponsel kamu mendukung. Semoga informasi ini membantu kamu. ^Maura",2025-08-12 06:46:46
Muhammad Hasanuddin,1,lokasi sangat akurat 😄,0,5.26.1,2025-08-12 04:32:27,,
Mhmmd Rdho,5,good,0,5.26.1,2025-08-12 03:45:14,,
Mujta Hidin,5,Sangat berguna,0,5.27.2,2025-08-12 01:21:13,,
Saihul Amri,1,"pulang kerja capek, dapet driver yg ga gerak² posisi nya, ga ada info sama sekali. dpet voucher kalo gocar terlambat? broo bahkan mobilnya gak bergerak sama sekali. kalopun telat datang ga masalah. yg jadi masalah adalah Drivernya diem di tempat, dan gak ada kabar sama sekali.",17,5.26.1,2025-08-12 00:55:47,"Hai Kak Saihul, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver menjemput terlalu lama"" pada kolom pencarian ya. ^Maura",2025-08-12 06:44:18
Triii Azam,5,seneng bgt sering dapet banyak diskon disini tapi sayang maps.nya tidak pas,0,,2025-08-12 00:02:59,,
ridwan hidayat,1,"aplikator ga jelas, pesen go food udah 2 jam ga di antar, info dari driver pihak merchant ga merasa Terima orderan, tapi di aplikasi disuruh nunggu, ga bisa di cancel, telpon call center cuma dikasih nada tunggu sampe 20 menit, aplikator tolol",5,5.24.2,2025-08-11 23:52:58,"Hai Kak Ridwan, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-08-12 00:26:46
19MR94,2,"untuk orderan gofood harga nya sangat fanatastis, harga menu 20rb biayaya penanganan sampe 25rb, yg pdhal driver nya gk dpet sgtu, kita bayar skitar 45rb yg sampe ke driver paling 10/15rb, miris",1,5.27.2,2025-08-11 23:29:51,"Mohon maaf atas ketidaknyamanannya, Kak @19MR94. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Miko",2025-08-12 00:23:19
Affan Nauval,5,"aplikasi ini membantu pengantaran makan, ojek, dll tapi sungguh sangat memprihatinkan driver nya aneh aneh",0,5.21.1,2025-08-11 23:23:33,,
nn st,1,"jangan pakai gopaynya guys,,,tingkat keamanannya gopay sangat buruk,, sering di hack dibeliin pulsa atau top up games,, mending cari aps lain kalau untuk naruh duit,, ini berdasarkan hal nyata yg saya alami,, kalau di hack saldo kita pihak gopay juga gak mau ganti,,, omon omon doang",0,4.50.1,2025-08-11 22:59:41,"Hai Kak @nn st, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Akun saya dibekukan"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-08-12 00:22:03
Sari Liana,5,Praktis n hemat,0,5.27.2,2025-08-11 22:50:58,,
Reihan Bimo Aksani,5,"mantap aplikasinya, sangat berguna dan memudahkan pelanggan untuk pergi dan mengantar pelanggan kemanapun, pesan gofood, paket barang, driver ojek nya ramah, tepat waktu (opsional), aman, beratribut gojek, cepat (kalau diminta), bersih",1,5.27.2,2025-08-11 22:39:57,,
Wahyu Suryana,5,your the best .,0,5.26.1,2025-08-11 22:36:58,,
Slamet Purwadi,5,terimakasih pelayanan baik,0,5.27.2,2025-08-11 22:02:24,,
Dessy Komalasari,5,meringankan dan memudahkan urusan,0,,2025-08-11 21:58:11,,
Fahim Fajari,1,"yg di stasiun, harga murah dengan model input kode tidak bisa di input. php doang",0,5.26.1,2025-08-11 21:54:38,"Mohon maaf atas kendalanya, Kak Fahim. Terkait laporanmu, pastikan kode voucher yang dimasukkan sudah sesuai, ya. Jika masih tidak bisa, silakan laporkan hal ini melalui halaman Bantuan > ketik ""Tidak bisa menukarkan kode promo"" di kolom pencarian > pilih artikel dan lengkapi form-nya. Kami siap membantu . ^Miko",2025-08-12 00:20:26
Bayu Andrian,5,mantap,0,5.26.1,2025-08-11 21:23:01,,
akhtaro ahmad,5,tepat waktu dan amanah,0,,2025-08-11 21:15:59,,
Febi Nurani,5,"aplikasi yg sangat berguna dan bermanfaat. membantu roda perekonomian masyarakat, mengantar dan menjemput penumpang. saya harap gojek selalu mensupport dan memanusiakan para driver dan juga banyakin promo hehehehe. terimakasih gojek🔥🔥🙏🙏",0,,2025-08-11 21:03:22,,
reza permana darmawan,5,Good,0,5.27.2,2025-08-11 20:53:01,,
Johanes Rondonuwu,5,ok,0,5.25.1,2025-08-11 20:28:21,,
Panji Cell,5,sangat cocok untuk menjadi lebih mudah untuk berjalan,0,,2025-08-11 20:22:32,,
Firli Nada Kamilliya Negara,4,dapetin driver nya susah bgt sih pas go food,0,5.27.2,2025-08-11 20:13:29,,
Aberto Robert,5,keren,0,,2025-08-11 19:55:46,,
deden 27,5,serba guna,0,5.27.2,2025-08-11 19:39:40,,
Baiq Gina Fatimatuzzahra,4,"Bisa beli makanan, bisa beli baju2 fashion gitu juga gak sih huhu",0,,2025-08-11 19:37:50,,
Cassidy Leo,5,"mantul, mintul",0,5.27.2,2025-08-11 19:37:01,,
Farida Ariani,5,udah cocok sama aplikasi ini...ga ribet...simple utk pemesanan apapun,0,5.26.1,2025-08-11 19:32:19,,
FATHAN 10,1,jarang dapat voucher gofood,0,5.26.1,2025-08-11 19:16:32,"Hai Kak Fathan, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Miko",2025-08-12 00:15:01
Milla Karimah,2,kesedot pake gojek plus tapi tetep aja untuk dapet driver cepet harus namba 2k,0,3.22.1,2025-08-11 19:00:00,"Mohon maaf atas ketidaknyamanannya, Kak Milla. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2025-08-12 00:12:20
Asriati 6,5,banyak promo,0,5.27.2,2025-08-11 18:39:58,,
Agus Surya Tovan,5,mantap,0,,2025-08-11 18:29:00,,
VIOLA LOUNDRY,5,pake gojek aman murah dan pastinya dijemput langsung depan rumah... makasi gojek,0,5.27.2,2025-08-11 18:03:55,,
Aam Amelia,5,Dapet supir yang sabar di jalan yang macet itu sesuatu bangett looh,0,5.26.1,2025-08-11 18:03:40,,
Anang Pamungkas,5,"banyakin voucher diskon, ngga hanya cm pake gopayz tunai qriss pun juga",0,5.26.1,2025-08-11 17:54:08,,
Husnul Wardatus Syawal,3,"lama mesen doang, sekalinya dapet di cancel kocagg",0,,2025-08-11 17:24:10,"Hai Kak Husnul, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Miko",2025-08-11 18:32:36
mr yoyon,5,awesome,0,5.22.2,2025-08-11 17:19:08,,
Suharto Suharto,5,pelayanan cepat dan ramah,0,,2025-08-11 16:59:12,,
Warnipah 15,5,pelayanan baik,0,5.26.1,2025-08-11 16:54:19,,
Anis Sopiah84,5,"cuaca lagi panas panasnya,mager nyari makanan d luar.gofoodin aj 👍👍👍👍",0,5.27.2,2025-08-11 16:49:48,,
ylitriwlndariii,1,"driver nya gaada yg mau nyantol di saya,saya pesen gojek dicancel terus",0,5.27.2,2025-08-11 16:42:03,"Hai Kak @ylitriwlndariii, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Miko",2025-08-11 18:12:31
Aditya Imxill,1,keamanan di aplikasi ini tidak terjamin aman melapor pun percuma gojek makin kesini semakin membahayakan keselamatan pengguna alangkah baiknya ciptakan mode blokir,0,5.14.2,2025-08-11 16:40:11,"Hai Kak Aditya, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) dengan mengetik ""Akun saya dibajak orang lain"" pada kolom pencarian. ^Miko",2025-08-11 18:09:33
ANAK TIMOR,4,tepat waktu,0,5.25.1,2025-08-11 16:34:12,,
Herdian Tengku,5,sangat membantu,0,5.27.2,2025-08-11 16:33:01,,
Komang Budiasa,5,sangat membantu🙏,0,5.27.2,2025-08-11 16:25:11,,
Rio Wahyu,5,terbaik,0,5.27.2,2025-08-11 16:10:19,,
Angga Gta,5,bagus,0,,2025-08-11 15:54:20,,
Muhammad Yusuf,5,sangat puas,0,,2025-08-11 15:50:11,,
denis,1,di tempat yang rame lama banget ketemu drivernya,0,5.26.1,2025-08-11 15:42:32,"Mohon maaf atas kendalanya, Kak Denis. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-08-11 18:01:42
